,MANDT,MBLNR,MJAHR,VGART,BLART,BLAUM,BLDAT,BUDAT,CPUDT,CPUTM,AEDAT,USNAM,TCODE,XBLNR,BKTXT,FRATH,FRBNR,WEVER,XABLN,AWSYS,BLA2D,TCODE2,BFWMS,EXNUM,SPE_BUDAT_UHR,SPE_BUDAT_ZONE,LE_VBELN,SPE_LOGSYS,SPE_MDNUM_EWM,GTS_CUSREF_NO,KNUMV
869,400,4900133788,2021,WR,WA,PR,20210220,20210220,20210220,92332,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
870,400,4900133789,2021,WR,WA,PR,20210220,20210220,20210220,92335,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
871,400,4900133790,2021,WR,WA,PR,20210220,20210220,20210220,92336,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
872,400,4900133791,2021,WR,WA,PR,20210220,20210220,20210220,92422,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
873,400,4900133792,2021,WR,WA,PR,20210220,20210220,20210220,92423,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
874,400,4900133793,2021,WA,WA,PR,20210220,20210220,20210220,92553,0,USRINTERFAZ, , , ,0, ,2, ,CRPCLNT400, ,MB1B, , ,0, , , , , , 
875,400,4900133795,2021,WR,WA,PR,20210220,20210220,20210220,92914,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
876,400,4900133796,2021,WR,WA,PR,20210220,20210220,20210220,92917,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
877,400,4900133797,2021,WR,WA,PR,20210220,20210220,20210220,92932,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
878,400,4900133798,2021,WR,WA,PR,20210220,20210220,20210220,92933,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
879,400,4900133799,2021,WR,WA,PR,20210220,20210220,20210220,92950,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
880,400,4900133800,2021,WR,WA,PR,20210220,20210220,20210220,92952,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
881,400,4900133801,2021,WR,WA,PR,20210220,20210220,20210220,93000,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
882,400,4900133802,2021,WR,WA,PR,20210220,20210220,20210220,93001,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
883,400,4900133803,2021,WR,WA,PR,20210220,20210220,20210220,93012,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
884,400,4900133804,2021,WR,WA,PR,20210220,20210220,20210220,93013,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
885,400,4900133805,2021,WR,WA,PR,20210220,20210220,20210220,93032,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
886,400,4900133806,2021,WR,WA,PR,20210220,20210220,20210220,93032,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
887,400,4900133807,2021,WR,WA,PR,20210220,20210220,20210220,93033,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
888,400,4900133809,2021,WR,WA,PR,20210220,20210220,20210220,93052,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
889,400,4900133810,2021,WR,WA,PR,20210220,20210220,20210220,93052,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
890,400,4900133811,2021,WR,WA,PR,20210220,20210220,20210220,93102,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
891,400,4900133812,2021,WR,WA,PR,20210220,20210220,20210220,93103,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
892,400,4900133813,2021,WR,WA,PR,20210220,20210220,20210220,93111,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
893,400,4900133814,2021,WR,WA,PR,20210220,20210220,20210220,93112,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
894,400,4900133815,2021,WR,WA,PR,20210220,20210220,20210220,93121,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
895,400,4900133816,2021,WR,WA,PR,20210220,20210220,20210220,93122,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
896,400,4900133817,2021,WR,WA,PR,20210220,20210220,20210220,93126,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
897,400,4900133818,2021,WR,WA,PR,20210220,20210220,20210220,93127,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
898,400,4900133874,2021,WR,WA,PR,20210220,20210220,20210220,94046,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
899,400,4900133875,2021,WR,WA,PR,20210220,20210220,20210220,94047,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
900,400,4900133876,2021,WR,WA,PR,20210220,20210220,20210220,94050,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
901,400,4900133877,2021,WR,WA,PR,20210220,20210220,20210220,94053,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
902,400,4900133878,2021,WR,WA,PR,20210220,20210220,20210220,94055,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
903,400,4900133879,2021,WR,WA,PR,20210220,20210220,20210220,94057,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
904,400,4900133880,2021,WR,WA,PR,20210220,20210220,20210220,94100,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
905,400,4900133881,2021,WR,WA,PR,20210220,20210220,20210220,94102,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
906,400,4900133883,2021,WR,WA,PR,20210220,20210220,20210220,94104,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
907,400,4900133884,2021,WR,WA,PR,20210220,20210220,20210220,94113,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
908,400,4900133885,2021,WR,WA,PR,20210220,20210220,20210220,94114,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
909,400,4900133886,2021,WR,WA,PR,20210220,20210220,20210220,94129,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
910,400,4900133887,2021,WR,WA,PR,20210220,20210220,20210220,94129,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
911,400,4900133888,2021,WA,WA,PR,20210220,20210220,20210220,94229,0,DESPACHO2, , , ,0, ,2, ,CRPCLNT400, ,MB1B, , ,0, , , , , , 
912,400,4900133889,2021,WA,WA,PR,20210220,20210220,20210220,94242,0,ALMACENET, , , ,0, ,2, ,CRPCLNT400, ,MB1B, , ,0, , , , , , 
913,400,4900133891,2021,WR,WA,PR,20210220,20210220,20210220,94514,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
914,400,4900133892,2021,WR,WA,PR,20210220,20210220,20210220,94515,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
915,400,4900133893,2021,WR,WA,PR,20210220,20210220,20210220,94554,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
916,400,4900133894,2021,WR,WA,PR,20210220,20210220,20210220,94555,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
917,400,4900133895,2021,WR,WA,PR,20210220,20210220,20210220,94643,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
918,400,4900133896,2021,WR,WA,PR,20210220,20210220,20210220,94644,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
919,400,4900133897,2021,WR,WA,PR,20210220,20210220,20210220,94755,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
920,400,4900133898,2021,WR,WA,PR,20210220,20210220,20210220,94757,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
921,400,4900133899,2021,WR,WA,PR,20210220,20210220,20210220,94814,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
922,400,4900133900,2021,WR,WA,PR,20210220,20210220,20210220,94814,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
923,400,4900133901,2021,WR,WA,PR,20210220,20210220,20210220,94831,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
924,400,4900133902,2021,WR,WA,PR,20210220,20210220,20210220,94831,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
925,400,4900133903,2021,WR,WA,PR,20210220,20210220,20210220,94918,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
926,400,4900133904,2021,WR,WA,PR,20210220,20210220,20210220,94919,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
927,400,4900133905,2021,WA,WA,PR,20210220,20210220,20210220,94938,0,DESPACHO2, , , ,0, ,2, ,CRPCLNT400, ,MB1B, , ,0, , , , , , 
928,400,4900133906,2021,WR,WA,PR,20210220,20210220,20210220,95126,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
929,400,4900133907,2021,WR,WA,PR,20210220,20210220,20210220,95129,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
930,400,4900133909,2021,WR,WA,PR,20210220,20210220,20210220,95132,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
931,400,4900133910,2021,WR,WA,PR,20210220,20210220,20210220,95134,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
932,400,4900133911,2021,WR,WA,PR,20210220,20210220,20210220,95136,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
933,400,4900133912,2021,WR,WA,PR,20210220,20210220,20210220,95136,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
934,400,4900133913,2021,WR,WA,PR,20210220,20210220,20210220,95140,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
935,400,4900133915,2021,WR,WA,PR,20210220,20210220,20210220,95200,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
936,400,4900133916,2021,WR,WA,PR,20210220,20210220,20210220,95200,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
937,400,4900133917,2021,WR,WA,PR,20210220,20210220,20210220,95201,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
938,400,4900133918,2021,WR,WA,PR,20210220,20210220,20210220,95203,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
939,400,4900133919,2021,WR,WA,PR,20210220,20210220,20210220,95205,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
940,400,4900133921,2021,WR,WA,PR,20210220,20210220,20210220,95207,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
941,400,4900133922,2021,WR,WA,PR,20210220,20210220,20210220,95208,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
942,400,4900133923,2021,WR,WA,PR,20210220,20210220,20210220,95210,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
943,400,4900133924,2021,WR,WA,PR,20210220,20210220,20210220,95221,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
944,400,4900133925,2021,WR,WA,PR,20210220,20210220,20210220,95222,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
945,400,4900133926,2021,WR,WA,PR,20210220,20210220,20210220,95231,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
946,400,4900133927,2021,WR,WA,PR,20210220,20210220,20210220,95233,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
947,400,4900133928,2021,WR,WA,PR,20210220,20210220,20210220,95234,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
948,400,4900133980,2021,WA,WA,PR,20210220,20210220,20210220,95758,0,DESPACHO2, , , ,0, ,2, ,CRPCLNT400, ,MB1B, , ,0, , , , , , 
949,400,4900133981,2021,WR,WA,PR,20210220,20210220,20210220,95759,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
950,400,4900133982,2021,WR,WA,PR,20210220,20210220,20210220,95759,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
951,400,4900133983,2021,WR,WA,PR,20210220,20210220,20210220,95912,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
952,400,4900133984,2021,WR,WA,PR,20210220,20210220,20210220,95912,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
953,400,4900133985,2021,WR,WA,PR,20210220,20210220,20210220,100053,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
954,400,4900133986,2021,WR,WA,PR,20210220,20210220,20210220,100056,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
955,400,4900133987,2021,WR,WA,PR,20210220,20210220,20210220,100057,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
956,400,4900133988,2021,WR,WA,PR,20210220,20210220,20210220,100058,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
957,400,4900133989,2021,WR,WA,PR,20210220,20210220,20210220,100100,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
958,400,4900133991,2021,WR,WA,PR,20210220,20210220,20210220,100104,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
959,400,4900133992,2021,WR,WA,PR,20210220,20210220,20210220,100107,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
960,400,4900133994,2021,WR,WA,PR,20210220,20210220,20210220,100110,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
961,400,4900133996,2021,WR,WA,PR,20210220,20210220,20210220,100112,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
962,400,4900133998,2021,WR,WA,PR,20210220,20210220,20210220,100114,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
963,400,4900133999,2021,WR,WA,PR,20210220,20210220,20210220,100118,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
964,400,4900134000,2021,WR,WA,PR,20210220,20210220,20210220,100118,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
965,400,4900134001,2021,WR,WA,PR,20210220,20210220,20210220,100129,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
966,400,4900134002,2021,WR,WA,PR,20210220,20210220,20210220,100131,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
967,400,4900134003,2021,WR,WA,PR,20210220,20210220,20210220,100313,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
968,400,4900134004,2021,WR,WA,PR,20210220,20210220,20210220,100314,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
969,400,4900134005,2021,WR,WA,PR,20210220,20210220,20210220,100323,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
970,400,4900134006,2021,WR,WA,PR,20210220,20210220,20210220,100324,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
971,400,4900134007,2021,WR,WA,PR,20210220,20210220,20210220,100327,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
972,400,4900134009,2021,WR,WA,PR,20210220,20210220,20210220,100331,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
973,400,4900134010,2021,WR,WA,PR,20210220,20210220,20210220,100333,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
974,400,4900134011,2021,WR,WA,PR,20210220,20210220,20210220,100333,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
975,400,4900134012,2021,WR,WA,PR,20210220,20210220,20210220,100340,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
976,400,4900134013,2021,WR,WA,PR,20210220,20210220,20210220,100341,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
977,400,4900134014,2021,WA,WA,PR,20210220,20210220,20210220,100349,0,DESPACHO2, , , ,0, ,2, ,CRPCLNT400, ,MB1B, , ,0, , , , , , 
978,400,4900134015,2021,WR,WA,PR,20210220,20210220,20210220,100400,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
979,400,4900134016,2021,WR,WA,PR,20210220,20210220,20210220,100400,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
980,400,4900134017,2021,WR,WA,PR,20210220,20210220,20210220,100459,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
981,400,4900134018,2021,WR,WA,PR,20210220,20210220,20210220,100500,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
982,400,4900134019,2021,WR,WA,PR,20210220,20210220,20210220,100527,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
983,400,4900134020,2021,WR,WA,PR,20210220,20210220,20210220,100528,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
984,400,4900134021,2021,WR,WA,PR,20210220,20210220,20210220,100558,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
985,400,4900134022,2021,WR,WA,PR,20210220,20210220,20210220,100559,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
986,400,4900134023,2021,WR,WA,PR,20210220,20210220,20210220,100625,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
987,400,4900134024,2021,WR,WA,PR,20210220,20210220,20210220,100626,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
988,400,4900134025,2021,WR,WA,PR,20210220,20210220,20210220,100652,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
989,400,4900134026,2021,WR,WA,PR,20210220,20210220,20210220,100652,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
990,400,4900134027,2021,WR,WA,PR,20210220,20210220,20210220,100841,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
991,400,4900134028,2021,WR,WA,PR,20210220,20210220,20210220,100842,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
992,400,4900134029,2021,WA,WA,PR,20210220,20210220,20210220,100927,0,DESPACHO2, , , ,0, ,2, ,CRPCLNT400, ,MB1B, , ,0, , , , , , 
993,400,4900134030,2021,WR,WA,PR,20210220,20210220,20210220,101011,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
994,400,4900134031,2021,WR,WA,PR,20210220,20210220,20210220,101012,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
995,400,4900134032,2021,WR,WA,PR,20210220,20210220,20210220,101033,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
996,400,4900134033,2021,WR,WA,PR,20210220,20210220,20210220,101033,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
997,400,4900134034,2021,WR,WA,PR,20210220,20210220,20210220,101056,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
998,400,4900134114,2021,WR,WA,PR,20210220,20210220,20210220,102100,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
999,400,4900134115,2021,WR,WA,PR,20210220,20210220,20210220,102101,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1000,400,4900134116,2021,WR,WA,PR,20210220,20210220,20210220,102102,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1001,400,4900134117,2021,WR,WA,PR,20210220,20210220,20210220,102104,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1002,400,4900134118,2021,WR,WA,PR,20210220,20210220,20210220,102105,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1003,400,4900134119,2021,WR,WA,PR,20210220,20210220,20210220,102108,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1004,400,4900134121,2021,WR,WA,PR,20210220,20210220,20210220,102112,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1005,400,4900134122,2021,WR,WA,PR,20210220,20210220,20210220,102112,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1006,400,4900134124,2021,WR,WA,PR,20210220,20210220,20210220,102114,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1007,400,4900134126,2021,WR,WA,PR,20210220,20210220,20210220,102141,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1008,400,4900134127,2021,WR,WA,PR,20210220,20210220,20210220,102142,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1009,400,4900134128,2021,WR,WA,PR,20210220,20210220,20210220,102147,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1010,400,4900134129,2021,WR,WA,PR,20210220,20210220,20210220,102148,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1011,400,4900134130,2021,WR,WA,PR,20210220,20210220,20210220,102157,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1012,400,4900134131,2021,WR,WA,PR,20210220,20210220,20210220,102159,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1013,400,4900134132,2021,WR,WA,PR,20210220,20210220,20210220,102218,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1014,400,4900134133,2021,WR,WA,PR,20210220,20210220,20210220,102218,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1015,400,4900134134,2021,WR,WA,PR,20210220,20210220,20210220,102247,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1016,400,4900134135,2021,WR,WA,PR,20210220,20210220,20210220,102248,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1017,400,4900134136,2021,WR,WA,PR,20210220,20210220,20210220,102250,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1018,400,4900134137,2021,WR,WA,PR,20210220,20210220,20210220,102251,0,USRJOB, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1019,400,4900134138,2021,WR,WA,PR,20210220,20210220,20210220,102305,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1020,400,4900134139,2021,WR,WA,PR,20210220,20210220,20210220,102306,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1021,400,4900134140,2021,WA,WA,PR,20210220,20210220,20210220,102311,0,DESPACHO2, , , ,0, ,2, ,CRPCLNT400, ,MB1B, , ,0, , , , , , 
1022,400,4900134141,2021,WR,WA,PR,20210220,20210220,20210220,102321,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1023,400,4900134142,2021,WR,WA,PR,20210220,20210220,20210220,102322,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1024,400,4900134143,2021,WR,WA,PR,20210220,20210220,20210220,102354,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1025,400,4900134144,2021,WR,WA,PR,20210220,20210220,20210220,102355,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1026,400,4900134145,2021,WR,WA,PR,20210220,20210220,20210220,102403,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1027,400,4900134146,2021,WR,WA,PR,20210220,20210220,20210220,102404,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1028,400,4900134147,2021,WR,WA,PR,20210220,20210220,20210220,102418,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1029,400,4900134148,2021,WR,WA,PR,20210220,20210220,20210220,102419,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1030,400,4900134149,2021,WA,WA,PR,20210220,20210220,20210220,102441,0,ALMACENMP6, , , ,0, ,2, ,CRPCLNT400, ,MB1B, , ,0, , , , , , 
1031,400,4900134150,2021,WR,WA,PR,20210220,20210220,20210220,102505,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
1032,400,4900134151,2021,WR,WA,PR,20210220,20210220,20210220,102506,0,USRINTERFAZ, , , ,0, , , ,CRPCLNT400, ,COGI, , ,0, , , , , , 
